,Brewery,brewery_id,review_overall,latitude,longitude,google_rating
1375,Fremont Brewing Company,20680,3.98,47.649044,-122.344586,4.7
1379,Front Street Brewery,5275,3.91,34.2357747,-77.94890869999999,4.5
1380,Front Street Brewery,9104,3.34,34.2357747,-77.94890869999999,4.5
1381,Frosty Knuckle Brewing Company,19928,3.45,44.4151023,-103.5126839,4.5
1382,Full Pint Brewing Company,22854,3.86,40.364532,-79.77326819999999,4.6
1383,Fullsteam Brewery,23145,4.0,36.0031099,-78.8998664,4.6
1385,Fulton Beer,22167,3.83,44.9849296,-93.2792028,4.6
1386,Funkwerks,24075,4.01,40.583127,-105.041992,4.7
1389,Fusion Brewing,21277,3.25,38.0555586,-84.5177131,3.7
1394,Galena Brewing Company,21862,3.9,42.4169803,-90.426327,4.2
1399,Gardner Ale House,13768,4.05,42.57576700000001,-71.99713059999999,4.3
1410,Georgetown Brewing Company,4378,4.04,47.5551927,-122.3260025,4.8
1411,Ghost River Brewing,19776,3.88,35.1249319,-90.0594534,4.8
1413,Gilded Otter Brewing Company,1634,3.87,41.7468794,-74.08958659999999,4
1414,Gilgamesh Brewing,22432,3.72,44.906059,-123.0192899,4.2
1418,Glacier Brewing Company,10545,3.46,47.685975,-114.162841,4.2
1425,Gold Crown Brewery,2452,3.32,43.467299,-80.52329800000001,4.5
1426,Gold Hill Brewery,11474,3.0,38.783971,-120.888888,4.9
1428,Golden City Brewery,1532,3.78,39.75467709999999,-105.2236859,4.6
1431,Golden State Brewing Company,10912,3.5,37.8148288,-122.2486898,2.3
1432,Golden Valley Brewery and Pub,2015,3.62,45.5313084,-122.8423694,4.2
1433,Good People Brewing Company,17282,4.13,33.5069731,-86.8121879,4.7
1440,Gore Range Brewery,4125,3.37,39.643762,-106.596242,4
1447,Grafton Brewhaus,24707,2.7,38.97014739999999,-90.4391211,4.4
1450,Grand Bahama Brewing Company,1692,3.92,26.5238824,-78.7376645,4.6
1451,Grand Canyon Brewery,17892,3.41,35.2515943,-112.1959897,3.6
1452,Grand Lake Brewing Company,4738,3.73,40.0853701,-105.9415557,4.7
1453,Grand Rapids Brewing Co,1297,3.48,42.9631122,-85.670464,4.3
1454,Grand River Brewing,16304,3.82,43.3511526,-80.3131717,4.5
1456,Granville Island Brewery,780,3.63,49.270502,-123.135661,4.3
1458,Grayton Beer Company,25900,3.31,30.3427473,-86.0677085,4.6
1459,Great Baraboo Brewing Company,3242,3.67,42.56027599999999,-82.965503,4
1460,Great Crescent Brewery,18605,4.01,39.05750099999999,-84.90057999999999,4.8
1462,Great Lakes Brewery,9408,3.64,41.4843807,-81.7045187,4.5
1465,Great Northern Brewery and Restaurant,10613,4.17,48.4118769,-114.3364871,4.4
1468,Great River Brewery,23052,3.95,41.52152,-90.57003499999999,4.5
1469,Great South Bay Brewery,16859,3.93,40.761074,-73.263452,4.6
1470,Great Waters Brewing,1178,3.97,44.94673,-93.096823,3.6
1474,Green Man Brewery,11599,3.84,35.5886596,-82.55245839999999,4.5
1475,Green Man Brewery,13228,3.71,35.5886596,-82.55245839999999,4.5
1477,Green Room Brewing,25898,3.86,30.2907356,-81.3925412,4.7
1479,Greenfield Real Ale Brewing Ltd,13306,4.0,30.1132678,-98.4128183,4.8
1481,Greenport Harbor Brewing Company,20766,3.91,41.103613,-72.358662,4.4
1482,Grey Sail Brewing of Rhode Island,27710,3.75,41.384963,-71.8324189,4.7
1483,Grimm Brothers Brewhouse,23076,4.14,40.396763,-105.046949,4.8
1484,Grizzly Peak Brewing Company,1106,3.73,42.2806313,-83.7494193,4.2
1487,Groupe Geloso,5470,2.18,45.61014,-73.67416,4.2
1488,Grove Street Brewhouse,21566,3.58,47.2112929,-123.1008433,3.9
1500,Gulf Islands Brewing,4724,3.53,48.778811,-123.5040901,4.4
1502,Gunnison Brewery,11956,4.11,38.544747,-106.927311,4.7
1512,Half Moon Bay Brewing Company,2175,3.33,37.504067,-122.485562,4.1
1515,Hallenbrick Brewery,22493,3.0,35.1630782,-106.5998688,0
1524,Hangtown Brewery,1538,3.69,38.6075455,-121.2639802,4.5
1525,Hank is Wiser Brewery,11141,4.25,37.62842699999999,-97.781489,4.7
1536,Harbor City Brewing Company,794,3.29,33.7376129,-118.2833127,0
1539,Hardywood Park Craft Brewery,26753,4.18,37.564569,-77.45735499999999,4.4
1541,Harlem Brewing Company,1484,3.58,40.8224303,-73.9485103,5
1542,Harmon Brewing And Tap Room,22933,3.5,47.2620113,-122.445794,4.2
1544,Harriet Brewing,24815,4.15,44.9471444,-93.2338704,4.2
1546,Hart Brewery,9515,3.33,43.6895384,-86.3801307,4.3
1549,Harvest Moon Brewery,7121,3.97,40.496189,-74.4442862,4.3
1559,Hazel Dell Brewpub,1060,3.22,45.6840351,-122.660349,3.2
1561,Heartland Brewery Union Square,766,3.55,40.754023,-73.986604,3.2
1562,Heater Allen Brewing,16378,4.13,45.2146023,-123.1888048,4.9
1564,Heavy Seas Beer,898,3.79,39.2317521,-76.6758397,4.7
1570,Heiner Brau,11361,3.5,30.4778722,-90.09664560000002,0
1571,Helltown Brewing,26528,3.89,40.1505018,-79.53216669999999,4.8
1575,Heretic Brewing Company,25960,3.93,38.2736702,-122.0154476,4.6
1576,Hermann Brewing Company,5371,3.17,38.70609320000001,-91.4331813,3.8
1577,Hermitage Brewing,23459,2.81,37.31345470000001,-121.867441,4.6
1584,Hideout Brewing Company,11341,3.88,43.017919,-85.63082,4
1585,High Desert Brewing Company,3798,3.96,32.3096614,-106.7934571,4.4
1587,High Point Brewing Company,607,4.11,41.002317,-74.3418658,4.8
1588,High Point Brewing Company,1124,4.5,41.002317,-74.3418658,4.8
1589,High Water Brewing,24827,3.57,38.1259866,-121.2543206,5
1592,Highlands Hollow Brewhouse,4073,3.69,43.6424259,-116.2087047,4.6
1597,Hilton Head Brewing Company,4336,2.0,32.2220635,-80.7042991,4.7
1598,Hinterland Brewery Restaurant,4426,3.82,44.5032619,-88.0642467,3.8
1611,Hog Haus Brewing Company,11203,3.75,36.0666477,-94.1652355,3.6
1621,Hollywood Beach Brewing Company,17961,3.75,26.013627,-80.115757,3.9
1623,Holy City Brewing,25168,3.67,32.8525031,-80.0024103,4.6
1626,Hood Canal Brewing,1385,3.24,47.8037992,-122.5731451,4.3
1632,Hopfenstark,15526,3.94,45.89605,-73.268819,4.5
1633,Hopmonk Tavern,17048,3.5,38.4012386,-122.822579,4.3
1634,Hopmonk Tavern,24952,3.5,38.4012386,-122.822579,4.3
1637,Hops Haven Brew Haus,5395,3.63,43.7594231,-87.72258459999999,4.3
1639,Hoptown Brewing Company,591,3.9,36.8675084,-87.4871508,4.7
1644,Horse Heaven Hills Brewery,21568,3.6,46.2049885,-119.7705778,4.6
1645,Hoster Brewing Company,4234,4.11,39.944867,-83.01576999999999,0
1651,Hub City Brewing Company,16533,3.07,34.6624063,-106.7656768,4.6
1653,Hudson Valley Brewing Company,891,3.5,41.5016769,-73.9630756,4.8
1655,Huebert Brewing Company,9774,2.63,35.438605,-97.52090199999999,1.7
1661,Humboldt Brews LLC,485,3.88,40.8702389,-124.0871681,4.1
1663,Humperdinks Restaurant and Sports Bar,3258,3.55,32.8639491,-96.8989271,4
1664,Humperdinks Restaurant and Sports Bar,3352,3.0,32.8639491,-96.8989271,4
1665,Humperdinks Restaurant and Sports Bar,5688,3.0,32.8639491,-96.8989271,4
1666,Humperdinks Texas LLC,3080,3.8,32.8639491,-96.8989271,4
1669,Huntington Beach Beer Company,2195,3.08,33.6583538,-118.0012023,3.8
1671,Hurricane Brewing Company,15112,3.31,30.6910278,-88.0436635,0
1672,Huske Hardware House Brewing Company,7722,3.5,35.0538135,-78.8826899,3.8
1674,Hyde Park Brewing Company,1423,3.68,41.7691762,-73.9294522,4.3
1678,Ice Harbor Brewing Company,909,3.84,46.2109842,-119.1192539,4.4
1680,Icicle Brewing Company,25393,3.71,47.59626,-120.659717,4.5
1681,Idaho Brewing Company,774,4.0,43.485419,-112.045523,4.7
1682,Idle Hands Craft Ales,24802,3.8,42.4243919,-71.0747463,4.7
1686,Illinois Brewing Company,10560,3.0,38.53798219999999,-90.0211928,4.2
1689,Independence Brew Pub,1601,3.55,39.9500617,-75.1508097,4.4
1692,Indian Wells Brewing Company,619,2.65,35.667302,-117.872763,4.4
1693,Indie Ale House Brewing Company,26884,3.79,43.6655507,-79.46533869999999,4.5
1694,Indigo Imp Brewery,18915,3.18,41.5128956,-81.6654452,0
1698,Ineeka,23046,2.9,41.8873444,-87.678377,0
1699,Inland Empire Brewing Company,19402,3.47,34.0040674,-117.3486558,4.6
1703,Intuition Ale Works,24453,3.93,30.323491,-81.644708,4.5
1706,Ipswich Ale Brewery,162,3.93,42.68112139999999,-70.8412069,4.4
1709,Iron Fist Brewing Company,23641,3.73,33.145528,-117.2387482,4.7
1714,Ironworks Brewpub,2766,4.33,39.703607,-105.136785,4
1718,Island Brewing Company,5266,3.25,34.395035,-119.5216497,4.6
1720,Issaquah Brewhouse,1391,3.37,47.5300457,-122.0372201,4.1
1721,Italian Oasis Restaurant And Brewery,1790,3.22,44.3059117,-71.7728668,4.7
1723,Ithaca Beer Company,651,3.97,42.4164137,-76.5351988,4.5
1727,Jackalope Brewing Company,25593,3.38,36.1503486,-86.77950249999999,4.4
1729,Jaden James Brewery,24828,2.6,42.8790408,-85.5629567,4.8
1730,Jailhouse Brewing Company,21635,3.89,33.386694,-84.282229,4.8
1731,Jaipur Brewing Company,4705,3.0,41.232792,-96.08331199999999,4.4
1737,Jasper Ridge Brewery,2671,4.03,46.5017485,-87.68026189999999,4.2
1745,Johnstown Brewing Company,6971,3.78,40.3265044,-78.9172938,4
1748,Jolly Pumpkin Cafe And Brewery Ann Arbor,21363,3.82,42.2791584,-83.7484618,4.5
1753,Junction Craft Brewing,26851,3.0,43.6731657,-79.4781453,4.6
1768,Kane Brewing Company,26676,4.22,40.2365892,-74.0450475,4.7
1770,Kannah Creek Brewing Company,12706,3.79,39.0852856,-108.5520434,4.3
1781,Keegan Ales,6980,3.87,41.9315036,-74.0118701,4.6
1784,Kelley Brothers Brewing Company,650,2.58,37.797133,-121.215525,2.3
1788,Kennebec River Brewery,438,3.68,45.2657469,-69.99435129999999,4.6
1789,Kensington Brewing Company,25328,4.0,43.6564217,-79.40261029999999,4.6
1791,Kern River Brewing Company,14064,4.29,35.7574666,-118.4192969,4.4
1793,Keuka Brewing Company,18372,3.66,42.485658,-77.19209099999999,4.6
1794,Keweenaw Brewing Company,9513,3.6,47.12207900000001,-88.568758,4.8
1808,Kirkwood Station Brewing Company,20268,3.84,38.5825304,-90.4058179,3.6
1824,Knee Deep Brewing Company,23200,3.23,38.9519093,-121.0803596,4.7
1837,Krash Brewery,19582,2.28,33.6221592,-117.724902,1
1852,Kutztown Tavern,1644,3.78,40.5161997,-75.7781007,4.3
1853,La Barberie,2248,3.58,46.8178912,-71.2180951,4.6
1865,La Diable,3726,3.57,46.211563,-74.585853,4.3
1868,La Gueule de Bois,21985,3.17,46.8114496,-71.22731499999999,4.6
1869,La Jolla Brew House,6313,3.91,32.8679217,-117.2331437,4.1
1872,La Micro de Bromont,1145,3.07,45.3157143,-72.642442,4.4
1874,La Succursale Brasserie Artisanale,25618,4.5,45.5501776,-73.5734308,4.4
1875,LaConner Brewing Company,698,3.81,48.3917909,-122.4957814,4.4
1876,Ladyface Ale Companie,21448,3.94,34.1438892,-118.7628937,4.4
1877,Lagniappe Brewing Company,19932,3.6,28.5720909,-81.748295,5
1878,Laguna Beach Brewing Company,2699,3.3,33.54281,-117.783529,4.5
1881,Laht Neppur Brewing Company,15504,3.28,46.269764,-118.148514,4.7
1883,Lake Bluff Brewing Company,24847,3.67,42.2798433,-87.84527519999999,4.7
1884,Lake Louie Brewery Company,793,3.98,43.1732129,-89.92876199999999,4.9
1885,Lake Placid Craft Brewing Company,1888,3.79,44.282926,-73.981262,4
1886,Lake Superior Brewing,3146,3.8,46.761083,-92.133364,4.4
1887,Lake Superior Brewing Company,750,3.75,46.6720084,-85.9852413,4.4
1888,Lake of Bays Brewing Company,22439,3.42,45.1501689,-79.1140647,4.7
1889,Lake on the Mountain Brewery,18144,3.12,44.042533,-77.066675,4.6
1898,Lander Brewing Company,13447,3.65,42.832776,-108.7279508,4
1902,Lang Creek Brewery,1494,3.38,48.0050199,-115.002156,0
1904,Lantern Brewing,26673,2.83,47.6980789,-122.345631,4.8
1908,Laughing Dog Brewing,12985,3.64,48.30459270000001,-116.5417076,4.8
1911,Lavery Brewing Company,23635,3.93,42.1229242,-80.08390729999999,4.7
1913,Lazy Boy Brewing,14577,3.58,47.90815440000001,-122.2208542,4.6
1914,Lazy Magnolia Brewing Company,10990,3.85,30.37685909999999,-89.4491635,4.5
1915,Lazy Monk Brewing,25859,4.2,44.8153415,-91.5090094,4.7
1918,Le Cheval Blanc,1144,3.68,45.5182035,-73.5642415,4.4
1922,Le Siboire,16750,4.11,45.40038699999999,-71.8883269,4.6
1923,Le Trou Du Diable,13605,3.82,46.5403253,-72.7533332,4.6
1926,Leech Lake Brewing Company,23842,3.64,47.1009991,-94.5817364,4.7
1928,Leelanau Brewing Company,11974,4.12,45.1298496,-85.6167741,4.7
1930,Left Hand Brewing Company,418,3.79,40.1582861,-105.1150233,4.6
1931,Legends Eatery and Brewhouse,12211,3.33,40.4565844,-80.0014734,4.7
1935,Lengthwise Brewing Company,4432,3.69,35.3137536,-119.0881644,4.6
1944,Les Brasseurs Du Temps,20132,3.56,45.4297502,-75.7268567,4.4
1951,Les Faiseurs De Biere,16196,3.5,45.532654,-73.6066,4.7
1957,Liberty Steakhouse Brewery,4927,3.16,35.98795,-80.004282,3.9
1958,Liberty Steakhouse Brewery,4929,3.54,35.98795,-80.004282,3.9
1959,Liberty Street Brewing Company,19163,4.08,42.3792167,-83.4613148,4.4
1964,Lift Bridge Brewery,18563,3.8,45.039217,-92.831768,4.8
1965,Lighthouse Brewery,8285,3.88,48.4364773,-123.3967591,4.6
1969,Lightning Brewery,12351,3.56,32.9356865,-117.0433524,4.6
1975,Linden Street Brewery,16385,4.14,37.7993971,-122.287767,4.7
1978,Liquid Hero Brewery,26950,3.0,39.9666337,-76.7286051,4.8
1979,Lithia Brewing Company,24574,3.5,43.4315203,-88.1578506,0
1980,Little Apple Brewing Company,1112,3.84,39.191464,-96.60844399999999,4.3
1985,Live Oak Brewing Company,383,4.31,30.2209082,-97.6610692,4.7
1988,Local Option,16773,3.88,41.9218893,-87.65616539999999,4.5
1989,Lockdown Brewing Company,17945,3.41,38.6075455,-121.2639802,4.5
1990,Lodi Beer Company,11466,3.53,38.1327338,-121.2739602,4.4
1992,Logsdon Farmhouse Ales,25710,4.19,45.5880618,-121.5362663,3.7
1995,Lone Peak Brewery,16816,3.68,45.26754409999999,-111.2909011,3.9
1996,Lonerider Brewing,19126,3.96,35.903681,-78.762587,4.7
1997,Long Brewing,25241,3.75,45.3261498,-122.9354277,5
1998,Long Ireland Beer Company,20345,3.97,40.919804,-72.67463099999999,4.8
1999,Loomis Basin Brewing Company,24820,3.0,38.831958,-121.190555,4.7
2001,Los Gatos Brewing Company,1729,3.68,37.2252873,-121.9823038,4.3
2002,Lost Coast Brewery and Cafe,256,3.74,40.80324400000001,-124.1647065,4.2
2003,Lost Duck Brewpub,8689,3.08,40.6301768,-91.31076259999999,4.5
2004,Lost Falls Brewing Company,9805,3.57,47.70627959999999,-116.9478495,4.5
2007,Loup Rouge,16943,4.12,46.0342694,-73.0985587,4.7
2011,Lucette Brewing Company,24055,4.31,44.8752918,-91.940068,4.5
2014,Lucky Hand Brewing Company,22170,3.89,38.0476702,-122.5430663,0
2015,Lucky Labrador Beer Hall,13504,4.07,45.5337044,-122.6917302,4.1
2016,Lucky Labrador Brewing Company,1313,3.98,45.51246949999999,-122.6563595,3.9
2020,Lumberyard Brewing Company,23675,3.77,35.1965612,-111.6489407,4.2
2021,Lunar Brewing,3768,4.15,41.890012,-87.976621,4.5
2023,MT Brewery,17279,3.93,45.782635,-108.505992,4.6
2029,Mackinaw Brewing Company,459,3.17,44.7643126,-85.6212357,4.1
2030,Mad Anthony Brewing Company,1162,3.6,41.0675897,-85.15280609999999,4.4
2031,Mad Crab Restaurant and Brewery,1088,3.4,38.672811,-90.345018,4.2
2032,Mad Fox Brewing Company,23201,3.93,38.88626199999999,-77.176917,4.2
2034,Madcap Brewery,24212,3.88,41.13880899999999,-81.37257199999999,4.7
2035,Madhouse Brewing Company,22513,3.54,41.5811277,-93.60772600000001,4.7
2036,Madison River Brewing Company,11972,3.6,45.7714193,-111.1685176,4.7
2042,Main Street Brewery,2199,3.83,37.6645095,-121.8737386,4
2043,Main Street Brewery,3082,3.2,37.6645095,-121.8737386,4
2044,Maine Beer Company,20681,4.22,43.839144,-70.12140699999999,4.7
2052,Manayunk Brewery and Restaurant,695,3.67,40.0225428,-75.2190327,3.9
2057,Maple Valley Brewing Company,7744,3.62,47.326323,-122.010273,4.7
2059,Marble Brewery,16963,4.07,35.092811,-106.646727,4.4
2060,Marco Island Brewery,23739,3.0,25.9531808,-81.7231444,3.9
2062,Marietta Brewing Company,597,3.85,39.4118534,-81.45364719999999,4.4
2063,Marin Brewing Company,812,3.86,37.9473862,-122.509629,3.7
2064,Mariposa Brewing Company,19380,2.67,37.489689,-119.969993,4.4
2065,Maritime Pacific Brewing Company,364,3.81,47.6626916,-122.3717697,4.3
2066,Market Garden Brewery,25957,3.5,41.4848992,-81.7036857,4
2067,Marshall Brewing Company,16878,3.94,36.1517827,-95.96551649999999,4.7
2073,Masthead Brewery,4669,1.92,41.5042094,-81.68544519999999,4.6
2080,Maumee Bay Brewing Company,1475,3.72,41.6432615,-83.5381568,4.5
2084,Mayflower Brewing Company,16105,3.99,41.9493295,-70.7111281,4.6
2086,McCall Brewing Company,4075,4.0,44.9085676,-116.0971541,4.2
2092,McMenamins East Vancouver,5322,4.0,45.636979,-122.5068992,4
2093,McMenamins Mill Creek,855,3.75,47.8771259,-122.2120834,4.2
2094,McMenamins Olympic Club,5320,4.1,46.7166301,-122.9538272,4.5
2095,McMenamins Queen Anne Hill,5321,3.78,47.6255374,-122.3517889,4.2
2096,McMenamins Six Arms,4732,3.67,47.6141078,-122.3277668,4.2
2097,McMenamins Spar Cafe,16087,4.0,47.0450386,-122.9009595,4.2
2102,Mendocino Brewing Company,200,3.59,39.1498635,-123.2079354,4.2
2106,Metropolitan Brewing,19127,4.09,41.93758589999999,-87.6913112,4.8
2107,Michigan Beer Cellar,23572,3.38,43.1608763,-85.7069113,4.6
2108,Michigan Brewing Company,565,3.68,42.9727933,-85.93514189999999,4.8
2114,Microbrasserie Charlevoix,2807,4.01,47.446022,-70.521951,4.5
2116,Microbrasserie La Chouape,17233,3.44,48.65200859999999,-72.4448723,4.7
2123,Middle Villa Inn,11729,2.8,42.719367,-85.47178699999999,3
2124,Middleton Brewing,27042,3.86,47.910663,-122.224788,4.6
2125,Midland Brewing Company,24006,2.81,43.640862,-84.2910789,4.3
2128,Migration Brewing Company,22185,3.72,45.526222,-122.6364191,4.4
2135,Mill Creek Brewpub,19721,2.5,46.0693978,-118.3348037,3.8
2137,Mill Valley Beerworks,23647,3.83,37.9052492,-122.5493617,4.4
2140,Millstream Brewing Company,107,3.75,41.79657900000001,-91.86532489999999,4.6
2141,Milos Beer,24105,3.5,42.983678,-81.251905,4.6
2143,Milwaukee Ale House,1912,3.76,43.0334723,-87.9094665,4.3
2144,Milwaukee Ale House,21093,3.7,43.0334723,-87.9094665,4.3
2145,Milwaukee Brewing Company,18680,3.55,43.024897,-87.913026,4.6
2148,Minhas Craft Brewery,435,3.06,42.5998511,-89.64113309999999,4.4
2149,Minneapolis Town Hall Brewery,1177,4.24,44.9733315,-93.2477857,4.5
2150,Minnesota Brewing Company,468,3.03,45.5649615,-94.31681460000001,4.8
2151,Minocqua Brewing Company,791,3.72,45.8726986,-89.7103096,4.1
2152,Mishawaka Brewing Company,1933,3.15,41.69394500000001,-86.1822832,4.5
2153,Mission Brewery,16393,3.6,32.707148,-117.151592,4.5
2154,Mission Springs Brewing Company,2597,3.23,49.1321832,-122.3416728,4
2158,Moab Brewery,2266,3.59,38.5625852,-109.5496961,4.2
2160,Mobjack Bay Brewing Company,1299,3.62,37.3426937,-76.5215906,5
2161,Moffat Station Brewery,4739,2.5,39.885617,-105.7591378,3.1
2162,Mogollon Brewing Company,2200,3.84,35.2183676,-111.5862777,4.1
2164,Mohegan Cafe and Brewery,1163,2.83,41.173002,-71.5586552,4
2168,Monday Night Brewing,26516,4.07,33.794919,-84.40988999999999,4.6
2171,Montana Brewing Company,999,4.12,45.782635,-108.505992,4.6
2173,Monterey Coast Brewing,13450,2.82,36.675964,-121.6550822,4.2
2174,Montgomery Brewing Company,371,3.52,44.44130639999999,-93.58284909999999,4.8
2177,Moon River Brewing Company,850,3.8,32.080962,-81.09203,3.9
2184,Morgan Street Brewery,593,3.64,38.6309154,-90.185498,3.7
2185,Morgantown Brewing Company,21473,4.07,39.630501,-79.958062,4.5
2187,Morrison Brewery,27711,3.5,39.6813441,-105.1177051,4.5
2188,Morro Bay Brewing Company,4931,3.17,35.3993744,-120.8623886,4.7
2191,Motor City Brewing Works,1291,3.54,42.35167939999999,-83.0659596,4.4
2194,Mount Rushmore Brewing Company,6250,3.62,43.764432,-103.604892,4.2
2195,Mount Shasta Brewing,9916,3.73,41.4161144,-122.3869349,3.8
2200,Mt Tabor Brewing,22288,4.5,45.7074282,-122.7085384,4.4
2202,Mudhook Brewing Company,26458,3.36,39.9629738,-76.7291865,4
2204,Mulholland Brewing Company,16447,3.54,34.1362972,-118.3538705,4.2
2208,Muskoka Brewery,661,3.75,44.9991278,-79.32018400000001,4.7
2209,Mustang Brewing Company,20708,3.46,35.4728629,-97.6005529,4.6
2210,Mutiny Brewing Company,23191,4.0,45.35737109999999,-117.2294439,3.3
2213,Mystery Brewing Company,27773,3.5,36.070763,-79.113106,4.5
2214,Mystic Brewery,24803,3.87,42.3915867,-71.0444644,4.6
2215,Mystic Brewing Company,4014,4.0,42.3915867,-71.0444644,4.6
2218,NW Peaks Brewery,24474,3.5,47.6642001,-122.3786097,4.6
2220,Naked City Taphouse,18353,3.51,47.6918448,-122.3550953,4.3
2221,Naked Dove Brewing Company,24102,4.06,42.8667947,-77.2252346,4.8
2223,Nantahala Brewing Company,22866,4.24,35.43126609999999,-83.4462023,4.5
2225,Napa Smith Brewery,18258,3.38,38.1319619,-122.2584919,4.5
2226,Napa Valley Ale Works,895,3.9,38.2987829,-122.2828544,4.5
2227,Nashoba Valley Winery,226,3.42,42.4302705,-71.6163967,4.3
2228,Natian Brewery,22285,3.42,45.5238996,-122.6530181,5
2236,Neustadt Springs Brewery,4028,3.65,44.0748579,-81.00349039999999,4.3
2237,New Amsterdam Brewing Company,449,3.69,40.7443422,-73.9870105,0
2239,New Boswell Brewing Company,25423,4.25,39.8341523,-84.88932129999999,4.4
2241,New Glarus Brewing Company,590,4.03,42.7944559,-89.6301984,4.6
2243,New Jersey Beer Company,22617,3.51,40.7832112,-74.03576699999999,4.9
2244,New Knoxville Brewing Company,384,3.48,35.99191709999999,-83.94286079999999,4.9
2245,New Old Lompoc Brewery,2641,3.87,45.550843,-122.6672516,4.3
2249,Newport Beach Brewing Company,4288,3.7,33.678696,-117.888236,4.6
2250,Niagara Brewing Company,617,3.68,43.0910381,-79.0735392,4.1
2253,Nicolet Brewing Company,790,1.81,45.9263826,-88.2393788,0
2256,Nimbus Brewing Company,1103,3.66,32.184675,-110.910021,4.1
2261,NoDa Brewing Company,26990,4.16,35.25157,-80.812472,4.7
2262,Noble Ale Works,22412,3.63,33.8084819,-117.8828277,4.8
2263,Nodding Head Brewery and Restaurant,1042,3.91,39.951577,-75.159668,4.5
2267,North Country Brewing,9797,3.84,41.0637661,-80.05571789999999,4.7
2269,North Fork Brewing,1606,3.74,40.9192678,-72.6620052,5
2270,North Peak Brewing Company,21497,3.72,44.7642342,-85.6284209,4.2
2271,North Sound Brewing Company,23904,3.82,48.4315478,-122.3701065,4.6
2275,Northampton Brewery,235,3.75,42.3173649,-72.6303392,4.3
2277,Northshire Brewery,22466,3.41,42.8847421,-73.2011236,4.7
2279,Northwest Brewing Company,16396,3.32,47.2411175,-122.2553378,4.5
2280,Northwoods Brewpub and Grill,1091,2.71,44.58105130000001,-91.2274355,3.6
2281,Notch Brewing,22723,3.76,42.5197607,-70.8906897,4.7
2290,Oak Creek Brewery And Grill,4326,3.56,34.8622272,-111.7634635,3.9
2291,Oak Pond Brewing Company,254,3.78,44.7598098,-69.5930127,4.3
2293,Oaken Barrel Brewing Company,390,3.73,39.6156908,-86.0907149,4.6
2294,Oakland Brewing Company,25208,3.3,37.7964226,-122.2712658,4.8
2296,Oasis Brewery,878,3.75,30.4058452,-97.8741565,4.3
2300,Oceanside Ale Works,13524,3.61,33.2116113,-117.272715,4.5
2302,Oconomowoc Brewing Company,422,2.93,43.126586,-88.53739999999999,4.6
2303,Odd Side Ales,22564,3.73,43.0648821,-86.23255549999999,4.6
2306,Odin Brewing Company,21567,3.73,47.458647,-122.2520581,4.3
2309,Off The Rail Brewery,7061,3.88,49.2778921,-123.0760029,4.4
2312,Offshore Ale Company,236,4.02,41.456124,-70.557292,4.5
2314,Ohio Brewing Company,4210,2.5,41.1375723,-81.482935,3.8
2315,Ohio Brewing Company,16994,3.67,41.1375723,-81.482935,3.8
2316,Ohio Brewing Company,23954,3.43,41.1375723,-81.482935,3.8
2319,Ojai Brewpub,4711,2.67,34.4477888,-119.2420146,4.1
2322,Old Baldy Brewery,1665,3.7,34.0956226,-117.6487538,4.7
2323,Old Bear Brewery,10370,3.69,34.6935413,-86.748369,4.6
2324,Old Capitol Brew Works and Public House,10378,3.96,41.6546764,-91.5305168,1
2330,Old Forge Brewing Company,18724,3.88,40.9628899,-76.61692359999999,4.5
2331,Old Man River Restaurant,18565,3.75,43.01565,-78.8921249,4.2
2332,Old Market Pub And Brewery,7253,3.32,45.46592620000001,-122.7486958,3.9
2333,Old North State Winery And Brewery,20288,3.75,36.5019658,-80.60819029999999,4.6
2335,Old Savannah Brewing Company,13066,2.88,32.0870459,-81.1117428,4.5
2336,Old Schoolhouse Brewery,1395,3.77,48.47821039999999,-120.1864982,4.3
2338,Old World Brewery,19516,2.25,33.452319,-112.113414,4
2341,Olde Hickory Brewery,7753,3.94,35.731409,-81.341956,3.8
2342,Olde Richmond Beer Company,15979,3.76,39.97679100000001,-75.122941,4.8
2354,Orchard Street Brewery,567,3.47,40.71839,-73.989891,4.7
2355,Orcutt Brew Company,20389,3.61,34.86492399999999,-120.448265,4.6
2356,Oregon Trader Brewing Company,8674,3.4,45.361691,-122.600084,4.5
2357,Oregon Trail Brewery,1074,3.77,44.5612532,-123.26097,1.5
2358,Original Gravity Brewing Company,17232,4.17,42.08394089999999,-83.67528569999999,4.6
2361,Orlando Brewing Partners,4614,3.69,28.5264421,-81.38267789999999,4.5
2362,Orlio Organic Beer Company,15997,3.85,44.4289467,-73.2133494,0
2374,Ouray Brewery,23460,4.0,38.02294,-107.671247,4.1
2376,Outer Banks Brewing Station,1784,3.92,36.0095201,-75.65924700000001,4.1
2378,Oxbow Brewing Company,26439,4.23,44.0827567,-69.5633146,4.5
2380,Oxford Brewing Company,10880,3.62,34.3655905,-89.5539593,4.9
2384,Oyster House,20630,3.89,39.950268,-75.1665735,4.6
2385,Ozark Brewing Company,606,3.3,36.3336597,-94.1148094,4.7
2388,Pacific Beach Ale House,18139,3.02,32.7943424,-117.2553594,4.3
2389,Pacific Brewing Laboratories,27800,4.33,37.7806934,-122.3970578,4.4
2390,Pacific Coast Brewing Company,2724,3.37,45.9007735,-123.9590522,4
2393,Padre Island Brewing Company,5060,3.85,26.1093275,-97.1685028,4.3
